sub_id,user_id,start_date,end_date,price
711039,6537,2020-08-05,2020-09-05,0
793691,35902,2021-05-11,2021-06-10,0
711413,6419,2020-08-05,2020-09-05,0
711676,6480,2020-08-05,2020-09-05,0
711666,6421,2020-08-05,2020-09-05,0
714696,7682,2020-08-05,2020-08-20,0
712940,6483,2020-08-05,2020-09-05,0
713777,7384,2020-08-05,2020-09-05,0
715006,6425,2020-08-05,2020-11-05,0
711671,6246,2020-08-05,2020-09-05,0
712881,6307,2020-08-05,2020-09-05,0
711223,6428,2020-08-05,2020-09-05,0
711623,6429,2020-08-05,2020-09-05,0
711339,6370,2020-08-05,2020-09-05,0
733641,14771,2020-10-20,2020-11-03,0
734526,13692,2020-10-20,2020-11-03,0
712989,6493,2020-08-05,2020-09-05,0
714152,6434,2020-08-05,2020-09-05,0
713336,7635,2020-08-05,2020-09-05,0
754741,32356,2020-12-11,2021-06-10,0
715979,6617,2020-08-05,2020-09-05,0
703894,1398,2020-08-05,2020-09-05,0
703483,679,2020-08-05,2020-09-05,0
710798,6440,2020-08-05,2020-09-05,0
737217,17901,2020-10-22,2020-11-05,0
713405,6982,2020-08-05,2020-09-05,0
712902,6323,2020-08-05,2020-09-05,0
714256,6504,2020-08-05,2020-09-05,0
711338,6445,2020-08-05,2020-09-05,0
713856,6446,2020-08-05,2020-09-05,0
712817,6447,2020-08-05,2020-09-05,0
703134,628,2020-08-05,2020-09-05,0
